date,quarter,house_id,house_type,sales_type,year_build,%_change_between_offer_and_purchase,rooms,sqm,sqm_price,address,zipcode,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,purchaseprice
8324,97,551900,4,3,2010,-6,4,174,12715.518,38354,9610,372,5,2,0,0.81,2.12,2212500
9704,113,90420,4,1,1975,0,4,100,3454.93,34024,4500,367,6,3,3.1,3.31,4.79,345493
9276,108,288926,2,3,1996,-1,4,84,19642.857,6342,9560,196,5,2,0,1.85,1.47,1650000
8983,105,390737,0,3,1957,0,3,61,36065.574,41598,7130,273,7,2,0,0.42,1.1,2200000
9823,114,58212,2,1,1979,0,2,36,15819.444,16428,4573,257,6,3,3.6,3.31,4.79,569500
6787,79,815680,2,1,1977,0,4,60,7500,35574,4873,593,6,3,0,0.79,3.48,450000
3420,40,1199329,3,3,2008,0,5,126,35785.715,63845,8800,575,2,2,2,2.08,5.11,4509000
6288,73,872921,4,3,1975,-1,7,219,8561.644,14106,8381,524,2,2,0.75,2.4,3.66,1875000
9893,115,38897,4,3,1979,-1,6,164,7804.878,41568,4800,365,6,3,3.6,1.13,4.34,1280000
7128,83,772594,0,3,1987,0,3,78,10243.59,36818,9430,551,5,2,0,0.56,3.06,799000
4680,54,1044373,3,3,2007,0,3,131,19045.8,18579,5700,500,3,1,3.75,1.69,5.7,2495000
8672,101,470646,4,3,2020,0,6,184,10027.174,53895,4320,319,6,3,0,0.76,1.35,1845000
3894,46,1147563,3,3,1973,0,5,124,14112.903,30922,3550,461,4,3,2,1.82,4.36,1750000
4779,55,1031983,4,3,1966,0,7,166,21385.543,5304,3200,216,4,3,4,1.69,5.7,3550000
5783,67,927036,4,3,1998,-3,4,193,13989.638,2158,8920,402,2,2,0.75,2.31,4.53,2700000
7049,82,783431,4,3,1971,0,5,132,5769.197,34515,8920,402,2,2,0,0.56,3.06,761534
7021,82,787336,4,3,2015,0,6,170,5588.2354,16251,8600,441,2,2,0,0.56,3.06,950000
2139,25,1315827,2,1,1933,0,4,109,5045.8716,57417,3360,325,4,3,3,2.9,7.33,550000
2364,28,1297172,3,3,2001,0,3,104,10000,133,9370,197,5,2,4.5,2.9,7.33,1040000
2994,35,1241315,4,3,1927,0,6,150,5833.3335,62609,9430,551,5,2,3.25,2.42,6.69,875000
1720,20,1349765,4,3,1977,0,4,132,12110.151,17791,3060,126,4,3,4.25,1.85,6.27,1598540
3435,40,1197683,3,3,2006,0,5,118,15679.56,13895,5300,286,3,1,2,2.08,5.11,1850188
7892,92,644359,4,3,1968,-4,5,109,4823.358,3543,5970,600,3,1,0,0.25,2.55,525746
3932,46,1142510,4,3,1954,0,3,99,12171.717,52528,5700,500,3,1,2,1.82,4.36,1205000
7399,86,731198,0,3,1935,0,2,59,18559.322,15602,2700,89,1,3,0,0.45,2.78,1095000
9501,110,220596,4,3,1996,-1,6,149,16174.497,33788,8722,211,2,2,0,1.85,1.47,2410000
4336,50,1088657,3,3,1924,0,6,170,26441.176,57462,2930,293,1,3,2.5,1.92,5.14,4495000
9739,113,80511,4,3,1973,-4,5,136,12316.177,62059,8700,243,2,2,3.1,3.31,4.79,1675000
10093,117,358430,0,3,1956,0,1,48,5625,15513,7800,450,7,2,3.35,1.13,4.34,270000
2241,27,1306436,3,3,1903,0,4,107,13222.663,37193,2300,312,1,3,4.25,2.9,7.33,1414825
9645,112,105440,0,3,1976,1,3,69,12318.841,55550,4700,371,6,3,2.6,3.31,4.79,850000
8152,95,590982,4,3,2019,0,6,187,3755.877,24374,7500,236,7,2,0,0.81,2.12,702349
254,3,1458554,4,3,1941,0,6,173,2213.8728,46083,8300,380,2,2,5,1.99,8.39,383000
6812,80,812878,4,3,1976,-5,7,197,9340.102,43779,7430,265,7,2,0,0.79,3.48,1840000
7951,93,632255,2,3,1942,0,3,60,4333.3335,5916,4500,367,6,3,0,1.15,2.26,260000
867,10,1415953,4,3,1907,0,6,179,6080.425,61405,6760,409,7,2,3.75,2.13,7.84,1088396
4217,49,1104732,4,3,1978,0,6,150,8400,50720,8305,438,2,2,2.25,1.92,5.14,1260000
5446,63,964031,4,3,1932,0,8,248,2016.129,51307,7470,284,7,2,1.2,1.3,5.5,500000
9092,106,355712,4,3,1976,-2,6,156,8333.333,21739,9970,489,5,2,0,0.42,1.1,1300000
5051,59,999769,4,3,1980,0,4,126,10515.873,28433,9600,11,5,2,4,3.42,6.52,1325000
10142,118,1008,2,3,1976,0,2,56,6789.2856,24618,2600,175,1,3,3.1,1.92702541,4.107445433,380200
7155,84,768554,3,3,2015,0,4,134,20111.94,443,2690,282,1,3,0,0.56,3.06,2695000
4383,51,1082877,3,3,1990,0,4,155,18032.258,4275,3320,457,4,3,2.75,1.92,5.14,2795000
2794,33,1260740,3,3,1978,0,4,130,15422.923,50299,2970,262,1,3,3.25,2.42,6.69,2004980
7082,83,778605,2,1,1976,0,2,42,16595.238,39544,8592,25,2,2,0,0.56,3.06,697000
7223,84,759087,4,3,1971,-4,5,168,7130.952,42169,9300,504,5,2,0,0.56,3.06,1198000
3247,38,1217660,0,3,1936,0,2,47,17127.66,37803,2450,313,1,3,2.5,2.08,5.11,805000
8484,99,517090,3,3,2012,-4,4,130,17769.23,3940,8600,441,2,2,0,0.76,1.35,2310000
8920,104,412084,4,3,1979,-4,7,166,28915.662,879,4600,315,6,3,0,0.42,1.1,4800000
1984,24,1327750,4,3,1922,0,7,213,7323.9907,57863,3790,205,0,0,2.75,2.5,6.6,1560010
6276,73,874156,4,3,1986,-7,7,155,13774.193,41395,8240,413,2,2,0.75,2.4,3.66,2135000
10060,117,1080135,4,3,1976,-4,6,148,14189.189,11574,4700,371,6,3,3.35,1.13,4.34,2100000
10079,117,708113,4,3,1977,0,4,105,18142.857,50795,4684,235,6,3,3.35,1.13,4.34,1905000
3767,44,1163019,4,3,1966,0,5,166,26807.229,44774,4000,414,6,3,2,1.15,5.26,4450000
4592,53,1056242,4,3,1935,0,8,166,7801.2046,32699,5882,566,3,1,3.5,1.69,5.7,1295000
354,4,1452267,4,3,1899,0,5,164,3231.7073,2289,5771,480,3,1,5,1.99,8.39,530000
6331,74,867870,4,0,1974,0,7,232,7327.5864,57022,9530,494,5,2,0.75,2.4,3.66,1700000
6715,78,823832,0,3,1971,-4,4,99,22222.223,5114,8240,413,2,2,0,0.79,3.48,2200000
9065,105,366300,4,3,1964,-3,2,65,8538.462,47552,4400,278,6,3,0,0.42,1.1,555000
6287,73,873074,0,3,1979,0,3,96,16666.666,10855,2100,308,1,3,0.75,2.4,3.66,1600000
9096,106,353809,4,3,1907,-5,4,183,16939.89,10632,4100,412,6,3,0,0.42,1.1,3100000
8027,94,615617,0,3,1906,0,2,69,39130.434,25053,4660,485,6,3,0,1.15,2.26,2700000
4591,53,1056442,3,3,2008,0,4,108,26430.277,54422,2665,554,1,3,3.5,1.69,5.7,2854470
9538,111,129334,3,2,2023,0,4,100,14062.5,44098,4684,235,6,3,1.75,3.31,4.79,1406250
8006,94,619994,0,3,1924,0,2,28,17857.143,34116,6500,588,7,2,0,1.15,2.26,500000
5766,67,929466,4,1,1946,0,4,76,8881.579,52475,7500,236,7,2,0.75,2.31,4.53,675000
7449,87,723123,4,3,1976,-4,4,158,2436.7087,18682,7620,322,7,2,0,0.45,2.78,385000
9065,105,366496,3,3,2021,0,3,99,27757.576,44044,8382,226,2,2,0,0.42,1.1,2748000
606,7,1433750,4,3,1999,0,4,191,1570.6807,33870,5462,349,3,1,6,2.13,9.09,300000
7155,84,768486,3,3,2005,-1,4,102,15000,63257,8380,537,2,2,0,0.56,3.06,1530000
2796,33,1260581,3,3,1929,0,6,141,21276.596,52336,2000,141,1,3,3.25,2.42,6.69,3000000
7922,93,638542,4,3,2010,0,5,140,15678.571,28269,7080,95,7,2,0,1.15,2.26,2195000
8456,99,522902,4,3,1980,-1,5,168,15238.096,65118,8600,441,2,2,0,0.76,1.35,2560000
5025,58,1003125,4,1,1955,0,3,76,3488.25,17900,9440,1,5,2,4,3.42,6.52,265107
2137,25,1316000,4,3,1970,0,5,159,11325.0625,11490,3400,225,4,3,3,2.9,7.33,1800685
8604,100,487417,2,3,1992,-7,4,91,13681.318,48761,7770,574,7,2,0,0.76,1.35,1245000
8077,95,605576,0,3,1939,0,3,84,34464.285,11577,8200,9,2,2,0,0.81,2.12,2895000
5692,66,937926,4,3,2012,0,5,180,3015.1223,34323,5462,349,3,1,0.75,2.31,4.53,542722
7652,89,688417,0,3,1941,0,3,107,11196.262,54272,6700,120,7,2,0,0.25,2.55,1198000
8598,100,489130,4,3,1880,-2,5,131,15648.8545,41583,8660,448,2,2,0,0.76,1.35,2050000
8065,94,607211,3,3,1900,0,4,145,3965.5173,25243,4500,367,6,3,0,1.15,2.26,575000
9071,106,364256,4,3,1973,-4,6,184,9048.913,44532,8850,61,2,2,0,0.42,1.1,1665000
3817,45,1157568,4,3,1937,0,3,135,2962.963,17901,9440,1,5,2,2,1.82,4.36,400000
9016,105,382383,3,3,2015,-2,5,126,33333.332,26362,2730,221,1,3,0,0.42,1.1,4200000
9778,114,70398,0,3,2006,0,3,115,36956.523,24499,2630,514,1,3,3.6,3.31,4.79,4250000
9167,107,332059,0,3,1963,-1,2,65,23538.46,56845,3060,126,4,3,0,1.85,1.47,1530000
9980,116,18519,4,3,1969,0,5,160,15593.75,50000,8464,157,2,2,3.6,1.13,4.34,2495000
9346,109,264040,4,3,1909,-3,6,138,6304.3477,63247,6070,98,7,2,0,1.85,1.47,870000
8434,98,526849,0,3,1972,0,3,43,11627.907,52995,9530,494,5,2,0,0.81,2.12,500000
7411,86,728730,4,3,2007,0,5,130,16153.846,34236,8800,575,2,2,0,0.45,2.78,2100000
5090,59,996203,4,3,1922,0,7,140,6500,18089,7130,273,7,2,4,3.42,6.52,910000
4374,51,1083863,4,3,1996,0,5,139,9172.662,63724,6823,27,7,2,2.75,1.92,5.14,1275000
1471,17,1369924,4,3,1917,0,4,73,4935.5205,13681,2500,552,1,3,3.5,1.85,6.27,360293
8997,105,386910,4,3,1973,0,6,162,12932.099,60920,7000,140,7,2,0,0.42,1.1,2095000
8121,95,596993,4,2,1966,0,7,115,4250,34589,6400,511,7,2,0,0.81,2.12,488750
9289,108,284447,2,3,2011,0,4,89,20842.697,43224,7190,58,7,2,0,1.85,1.47,1855000
95,1,1469417,4,3,1952,0,7,198,2828.2827,23916,4050,449,6,3,6.25,1.99,8.39,560000
8294,97,558335,2,3,2017,-3,3,65,19230.77,55820,4573,257,6,3,0,0.81,2.12,1250000
4012,47,1131255,2,3,1970,0,3,50,30000,65133,8420,298,2,2,2,1.82,4.36,1500000
9723,113,83435,2,3,1988,-6,5,111,14279.279,35128,9690,137,5,2,3.1,3.31,4.79,1585000
6597,77,838445,0,3,1994,0,2,75,29666.666,37163,2100,308,1,3,0,0.79,3.48,2225000
8262,97,564535,4,3,2012,-1,5,152,17763.158,48609,5500,347,3,1,0,0.81,2.12,2700000
2882,34,1252272,4,3,1979,0,4,111,8990.991,46233,4520,502,6,3,3.25,2.42,6.69,998000
9202,107,319087,3,3,2021,0,3,118,15211.864,37532,8963,46,2,2,0,1.85,1.47,1795000
9053,105,370267,4,3,1963,0,5,112,9776.786,27764,4735,345,6,3,0,0.42,1.1,1095000
200,2,1462364,0,3,1901,0,3,80,6956.125,13787,2900,215,1,3,5.5,1.99,8.39,556490
3940,46,1141357,3,3,1959,0,3,105,14238.096,33858,9440,1,5,2,2,1.82,4.36,1495000
7698,90,680428,3,3,1987,0,6,143,20944.057,25139,8530,230,2,2,0,0.25,2.55,2995000
4069,47,1123485,2,3,1965,0,3,70,21428.572,54868,5874,224,3,1,2,1.82,4.36,1500000
9414,109,245048,4,3,1986,0,5,152,19703.947,36747,6710,123,7,2,0,1.85,1.47,2995000
5988,70,903829,4,1,1978,0,5,175,7857.143,24289,2670,180,1,3,0.75,2.76,4.75,1375000
8914,104,413911,2,3,1972,-3,3,62,12903.226,55473,3630,277,4,3,0,0.42,1.1,800000
1552,18,1363044,4,3,1999,0,5,177,1920.9039,56428,9260,168,5,2,3.5,1.85,6.27,340000
3933,46,1142388,4,3,1971,0,8,244,4508.197,44889,9240,359,5,2,2,1.82,4.36,1100000
9983,116,17528,4,1,1960,0,5,134,9701.492,61550,4400,278,6,3,3.6,1.13,4.34,1300000
9052,105,370856,4,3,1880,0,6,204,15686.274,59277,4200,460,6,3,0,0.42,1.1,3200000
3435,40,1197605,0,3,1936,0,4,82,10884.146,18052,7000,140,7,2,2,2.08,5.11,892500
9036,105,375864,4,3,1980,0,7,193,7072.539,4649,7130,273,7,2,0,0.42,1.1,1365000
8045,94,611720,3,3,2018,0,4,135,28111.111,15944,3450,19,4,3,0,1.15,2.26,3795000
3789,44,1160334,0,1,1938,0,2,73,13102.918,1247,2300,312,1,3,2,1.15,5.26,956513
4165,49,1111444,0,3,1928,0,3,83,22891.566,40261,9690,137,5,2,2.25,1.92,5.14,1900000
8572,100,495960,4,3,2020,-6,5,161,17540.373,30545,2770,285,1,3,0,0.76,1.35,2824000
4299,50,1093902,3,3,1984,0,2,61,19672.13,59151,4952,483,6,3,2.5,1.92,5.14,1200000
9385,109,253717,4,3,1968,-6,7,239,9832.636,47349,8700,243,2,2,0,1.85,1.47,2350000
9931,115,30488,4,3,1980,-3,6,157,10350.318,59792,7200,182,7,2,3.6,1.13,4.34,1625000
7451,87,722733,4,3,1974,-3,4,141,9574.468,3822,4673,429,6,3,0,0.45,2.78,1350000
7345,86,741425,3,3,1987,-4,4,96,15000,23402,8380,537,2,2,0,0.45,2.78,1440000
1526,18,1365110,4,3,1939,0,4,186,4576.898,60309,5610,38,3,1,3.5,1.85,6.27,851303
6069,71,894993,1,3,1958,0,5,159,4402.5156,53632,9500,232,5,2,1,2.76,4.75,700000
8560,100,498909,4,3,1965,0,6,158,19620.254,43022,5270,383,3,1,0,0.76,1.35,3100000
484,6,1441948,3,3,1992,0,4,94,6755.3193,6493,8700,243,2,2,6,2.13,9.09,635000
4782,56,1031489,1,3,1956,0,6,159,16981.133,10399,7250,213,7,2,4,1.69,5.7,2700000
4442,52,1073372,4,3,1898,0,4,247,6680.162,49549,8570,538,2,2,3,1.92,5.14,1650000
7416,87,727805,0,3,1966,-4,3,90,8777.777,49667,6705,121,7,2,0,0.45,2.78,790000
9231,107,307249,4,3,2005,0,4,105,30285.715,36555,9990,445,5,2,0,1.85,1.47,3180000
9099,106,353133,2,0,1969,0,4,133,7481.203,41822,9000,3,5,2,0,0.42,1.1,995000
8862,103,424794,4,3,2020,0,7,187,3556.1497,3344,8831,333,2,2,0,0.42,1.1,665000
5309,62,977673,1,3,2015,0,6,187,10695.1875,26623,7182,79,7,2,2,1.3,5.5,2000000
9011,105,383327,4,3,1900,-2,4,153,11437.908,41630,5500,347,3,1,0,0.42,1.1,1750000
9384,109,254389,4,3,1937,0,5,169,25414.201,37559,7120,565,7,2,0,1.85,1.47,4295000
8841,103,429906,4,3,1977,-6,6,167,4790.419,29348,5953,536,3,1,0,0.42,1.1,800000
4407,51,1077466,4,3,1966,0,5,93,8225.807,45799,5672,82,3,1,2.75,1.92,5.14,765000
4549,53,1061778,4,3,2007,0,4,131,2175.5725,33254,4470,499,6,3,3.5,1.69,5.7,285000
7156,84,768394,0,3,2017,0,4,103,22766.99,12575,2680,467,1,3,0,0.56,3.06,2345000
5588,65,950095,2,3,2013,0,4,159,9119.497,33908,3120,106,4,3,1,2.31,4.53,1450000
8531,100,505801,4,3,2007,0,4,161,14968.944,17154,6900,451,7,2,0,0.76,1.35,2410000
2972,35,1243459,4,3,1902,0,6,170,11029.412,23896,2640,210,1,3,3.25,2.42,6.69,1875000
2169,26,1313049,3,3,1955,0,5,101,11282.445,5696,5230,382,3,1,3.5,2.9,7.33,1139527
1291,15,1383890,0,3,1892,0,2,71,14751.549,57825,2920,97,1,3,3.25,2.18,7.2,1047360
8729,102,454891,4,3,1963,-6,3,138,16920.29,45775,3330,191,4,3,0,0.76,1.35,2335000
5319,62,976645,4,2,1975,0,4,148,5567.9526,13231,7900,366,7,2,2,1.3,5.5,824057
4781,56,1031591,4,3,1964,-7,5,137,14963.504,5788,4700,371,6,3,4,1.69,5.7,2050000
8139,95,593468,4,3,1974,-5,5,226,8358.407,21635,4700,371,6,3,0,0.81,2.12,1889000
10055,117,1447795,4,3,1973,-4,5,135,12925.926,63376,6715,122,7,2,3.35,1.13,4.34,1745000
8556,100,499663,4,3,1927,-4,7,172,9447.675,53942,6700,120,7,2,0,0.76,1.35,1625000
6969,81,794243,3,3,1971,-5,4,150,28373.334,28562,2840,238,1,3,0,0.56,3.06,4256000
4679,54,1044503,4,1,1970,0,6,147,5442.177,63417,6880,516,7,2,3.75,1.69,5.7,800000
7864,92,649180,3,3,1923,-4,4,100,19100,58201,5000,381,3,1,0,0.25,2.55,1910000
1391,16,1375878,1,3,1934,0,2,134,6134.328,2267,7860,474,7,2,3.25,2.18,7.2,822000
2107,25,1318467,4,1,1930,0,3,101,5247.525,64737,8660,448,2,2,3,2.9,7.33,530000
7070,83,780046,4,3,1966,-4,4,92,9347.826,25637,6650,90,7,2,0,0.56,3.06,860000
3549,42,1185840,4,3,2004,0,5,106,11886.792,36444,6300,183,7,2,2,1.15,5.26,1260000
3459,41,1195724,2,3,1984,0,4,64,7187.5,39804,6840,390,7,2,2,1.15,5.26,460000
7424,87,726490,1,1,1986,0,4,184,21941.61,15494,3550,461,4,3,0,0.45,2.78,4037256
8747,102,450124,4,3,2000,0,5,159,16352.201,19702,5550,317,3,1,0,0.76,1.35,2600000
6673,78,829507,3,3,1964,-6,5,110,12727.272,42275,7430,265,7,2,0,0.79,3.48,1400000
5055,59,999222,4,3,1914,0,4,218,5045.8716,29395,4200,460,6,3,4,3.42,6.52,1100000
8780,102,442491,4,3,1865,0,4,146,7534.2466,43424,3751,42,0,0,0,0.76,1.35,1100000
2978,35,1242797,4,3,1981,0,5,165,5612.5938,35148,6670,237,7,2,3.25,2.42,6.69,926078
7407,86,729521,4,3,1898,0,5,103,12135.922,37738,9520,459,5,2,0,0.45,2.78,1250000
7472,87,719312,4,3,1964,-5,5,159,7452.83,14082,6760,409,7,2,0,0.45,2.78,1185000
9154,106,334912,4,1,1926,0,3,80,11875,15654,4100,412,6,3,0,0.42,1.1,950000
4625,54,1052094,3,3,1965,0,4,77,12662.338,40686,5270,383,3,1,3.75,1.69,5.7,975000
9962,116,23013,4,1,1988,0,6,117,7264.957,11058,8400,110,2,2,3.6,1.13,4.34,850000
9714,113,85513,4,3,2016,4,5,162,25586.42,25931,6000,300,7,2,3.1,3.31,4.79,4145000
3871,45,1150466,4,3,1964,0,4,139,10755.3955,18849,4622,208,6,3,2,1.82,4.36,1495000
8358,98,543615,0,3,2008,0,2,77,30324.676,36183,2750,51,1,3,0,0.81,2.12,2335000
3302,39,1211737,4,3,1953,0,4,136,13786.765,27349,4100,412,6,3,2,2.08,5.11,1875000
8732,102,454360,3,3,1890,0,3,89,15853.933,21222,9550,339,5,2,0,0.76,1.35,1411000
9283,108,286521,4,3,1969,-6,6,183,12841.53,9800,9210,5,5,2,0,1.85,1.47,2350000
9672,112,99037,4,3,1965,0,5,146,23732.877,56082,2690,282,1,3,2.6,3.31,4.79,3465000
2645,31,1273423,4,3,1973,0,4,162,7654.321,16747,5500,347,3,1,4.5,2.34,7.05,1240000
3729,44,1167432,4,3,1924,0,5,175,6571.4287,11943,4800,365,6,3,2,1.15,5.26,1150000
2583,30,1278461,4,3,1946,0,4,99,6565.6567,8885,5540,549,3,1,4.75,2.34,7.05,650000
8319,97,552921,2,3,1957,-7,4,75,17666.666,11458,4500,367,6,3,0,0.81,2.12,1325000
3316,39,1210218,2,3,1990,0,5,103,13106.796,28798,5466,37,3,1,2,2.08,5.11,1350000
9094,106,354807,2,3,2023,0,4,99,9595.96,52925,4220,304,6,3,0,0.42,1.1,950000
8917,104,413250,2,3,1998,-3,4,74,11689.189,55027,4900,357,6,3,0,0.42,1.1,865000
4243,49,1101192,4,3,2006,0,4,131,3778.626,49515,4243,416,6,3,2.25,1.92,5.14,495000
4566,53,1059494,4,3,1999,0,6,179,15363.129,25668,4230,455,6,3,3.5,1.69,5.7,2750000
2798,33,1260403,0,3,1921,0,2,62,14516.081,6598,2400,311,1,3,3.25,2.42,6.69,899997
5172,60,988654,0,3,1900,0,3,73,7397.2603,43064,3730,358,0,0,4.25,3.42,6.52,540000
1136,13,1396379,4,3,1955,0,2,100,5067.6,25124,5690,532,3,1,3.25,2.18,7.2,506760
2933,35,1247058,4,3,1965,0,3,99,8030.303,28468,5492,585,3,1,3.25,2.42,6.69,795000
4324,50,1090297,4,3,1936,0,7,213,4694.8354,55327,7870,415,7,2,2.5,1.92,5.14,1000000
7557,88,702662,0,3,1962,0,3,80,23687.5,61391,2630,514,1,3,0,0.45,2.78,1895000
8311,97,555014,4,3,2000,0,5,164,9146.342,25079,8830,529,2,2,0,0.81,2.12,1500000
3657,43,1173185,4,3,1962,0,5,127,6614.1733,47226,7451,497,7,2,2,1.15,5.26,840000
8923,104,411787,4,3,2017,-2,4,145,29000,1003,8680,420,2,2,0,0.42,1.1,4205000
8733,102,454257,0,3,1900,0,2,62,20951.613,59123,3060,126,4,3,0,0.76,1.35,1299000
9422,109,242721,4,3,2022,-6,5,140,16399.229,12743,2730,221,1,3,0,1.85,1.47,2295892
8359,98,543234,0,3,2019,0,3,90,32222.223,53039,2600,175,1,3,0,0.81,2.12,2900000
4685,54,1043334,4,3,1989,0,6,125,11800,23393,6682,245,7,2,3.75,1.69,5.7,1475000
8669,101,471384,3,3,1991,0,4,98,11224.49,49008,8940,404,2,2,0,0.76,1.35,1100000
5710,66,935778,0,3,1877,0,4,131,16793.893,33744,8500,179,2,2,0.75,2.31,4.53,2200000
9866,114,46044,0,1,1931,0,3,79,25474.684,26747,8000,8,2,2,3.6,3.31,4.79,2012500
9877,115,44437,3,2,1953,0,5,119,7899.1597,63162,7620,322,7,2,3.6,1.13,4.34,940000
8021,94,616904,0,3,1900,0,8,98,15306.122,26915,4340,543,6,3,0,1.15,2.26,1500000
7572,88,700407,0,3,1969,-1,3,75,17200,4343,3500,594,4,3,0,0.45,2.78,1290000
3182,37,1224043,4,3,1986,0,7,171,10730.994,28454,3670,567,4,3,2.75,2.08,5.11,1835000
8552,100,501101,4,3,2020,-1,6,174,18218.39,1995,8700,243,2,2,0,0.76,1.35,3170000
4418,51,1076175,4,3,1920,0,5,148,27027.027,43146,3670,567,4,3,2.75,1.92,5.14,4000000
9199,107,319724,4,3,1900,-3,5,158,9177.215,48440,5260,386,3,1,0,1.85,1.47,1450000
6563,77,841787,4,3,1969,-4,7,201,16741.293,46524,2970,262,1,3,0,0.79,3.48,3365000
7369,86,736929,0,3,2021,0,2,79,28481.012,33089,6200,0,7,2,0,0.45,2.78,2250000
1763,21,1346764,4,3,1970,0,4,104,5528.846,41719,7850,482,7,2,3.5,2.5,6.6,575000
9161,107,333559,0,3,1871,0,1,54,27777.777,30260,8000,8,2,2,0,1.85,1.47,1500000
3856,45,1152490,4,3,1897,0,5,171,3684.2104,61814,6200,0,7,2,2,1.82,4.36,630000
6227,73,879345,1,0,1928,0,4,125,13680,25360,5771,480,3,1,0.75,2.4,3.66,1710000
9732,113,82022,4,3,1968,0,5,159,16352.201,50352,7190,58,7,2,3.1,3.31,4.79,2600000
6021,70,900491,4,3,1976,0,5,156,7692.3076,16301,7680,521,7,2,0.75,2.76,4.75,1200000
3757,44,1164021,4,3,1979,0,4,110,7954.5454,5130,4892,287,6,3,2,1.15,5.26,875000
9266,108,293818,4,3,1979,3,4,151,6769.8677,36328,6520,531,7,2,0,1.85,1.47,1022250
3379,40,1203647,2,3,1971,0,3,60,6333.3335,35484,8400,110,2,2,2,2.08,5.11,380000
2720,32,1266692,4,3,1941,0,5,142,7957.7466,33899,7500,236,7,2,3.75,2.34,7.05,1130000
7410,86,729228,4,1,1969,0,4,102,6372.549,23053,8500,179,2,2,0,0.45,2.78,650000
7365,86,737439,4,1,1908,0,5,153,3633.5686,26819,9670,334,5,2,0,0.45,2.78,555936
9086,106,357540,4,3,2021,0,4,160,4838.9062,60119,5250,388,3,1,0,0.42,1.1,774225
7852,92,651333,4,3,1920,0,4,120,13291.667,13766,3000,217,4,3,0,0.25,2.55,1595000
1437,17,1372626,1,1,1953,0,4,116,2677.5688,33241,7790,522,7,2,3.5,1.85,6.27,310598
9289,108,284292,4,3,1975,-3,6,258,6395.3486,56683,4490,270,6,3,0,1.85,1.47,1650000
8504,99,512523,3,3,2019,-4,5,136,18750,31193,7400,223,7,2,0,0.76,1.35,2550000
3165,37,1225692,4,3,2003,0,5,144,2291.6667,53052,6051,22,7,2,2.75,2.08,5.11,330000
4543,53,1062679,4,3,1975,-4,4,108,9722.223,8770,9510,29,5,2,3.5,1.69,5.7,1050000
9426,109,241762,0,3,2005,0,4,124,37096.773,51436,8600,441,2,2,0,1.85,1.47,4600000
373,4,1450828,1,3,1921,0,5,126,4761.905,53834,7430,265,7,2,5,1.99,8.39,600000
9964,116,22541,2,3,2021,-2,5,101,26237.623,14744,6950,411,7,2,3.6,1.13,4.34,2650000
10125,117,41692,3,3,1920,-6,4,105,26904.762,3108,9000,3,5,2,3.35,1.13,4.34,2825000
8013,94,618534,3,3,1875,0,4,103,8980.583,21251,9340,33,5,2,0,1.15,2.26,925000
2698,32,1268971,4,3,1979,0,5,125,5324.352,41014,6280,258,7,2,3.75,2.34,7.05,665544
822,10,1419490,4,3,2019,0,3,121,9844.124,10780,6640,327,7,2,3.75,2.13,7.84,1191139
5010,58,1005203,4,1,1906,0,5,172,14970.931,32063,5800,364,3,1,4,3.42,6.52,2575000
3576,42,1182617,4,3,1977,0,4,144,12152.777,15040,4040,275,6,3,2,1.15,5.26,1750000
6092,71,893057,4,3,1954,-5,3,79,19620.254,10270,7400,223,7,2,1,2.76,4.75,1550000
953,11,1409179,4,3,1900,0,7,195,2435.8975,44068,3700,432,0,0,3.25,2.13,7.84,475000
8897,104,418271,4,3,1966,-7,4,108,15509.259,14170,4070,290,6,3,0,0.42,1.1,1675000
4605,54,1054359,4,3,1972,-1,5,150,10500,47497,9310,587,5,2,3.75,1.69,5.7,1575000
6850,80,808178,4,3,1933,-6,5,130,3615.3845,20426,9700,88,5,2,0,0.79,3.48,470000
9578,111,121213,4,3,1961,-4,5,170,10735.294,42358,8930,401,2,2,1.75,3.31,4.79,1825000
9775,113,71012,2,3,1870,0,3,91,3241.7583,19221,4880,369,6,3,3.1,3.31,4.79,295000
7706,90,678719,4,3,1867,0,4,134,2238.806,62653,9480,336,5,2,0,0.25,2.55,300000
9808,114,62173,3,3,1958,0,3,111,31306.307,37840,2650,254,1,3,3.6,3.31,4.79,3475000
5146,60,990895,4,3,1925,-6,5,248,6407.2583,1990,6230,426,7,2,4.25,3.42,6.52,1589000
9939,115,28522,4,3,1935,-4,5,93,13870.968,31845,9240,359,5,2,3.6,1.13,4.34,1290000
9643,112,106100,4,3,1976,-2,4,122,15983.606,50703,6800,558,7,2,2.6,3.31,4.79,1950000
205,2,1461950,4,3,1924,0,6,171,6671.345,29460,2500,552,1,3,5.5,1.99,8.39,1140800
828,10,1418955,3,3,1954,0,4,78,6384.615,39502,5210,385,3,1,3.75,2.13,7.84,498000
6007,70,901972,4,3,1890,0,3,56,5357.143,19,6261,78,7,2,0.75,2.76,4.75,300000
7028,82,786044,3,3,1988,-2,4,123,19065.041,6275,3400,225,4,3,0,0.56,3.06,2345000
6100,71,892102,4,1,1974,0,4,140,10678.571,57352,5600,127,3,1,1,2.76,4.75,1495000
2611,31,1276029,3,3,1994,0,4,115,10739.131,33835,8370,195,2,2,4.5,2.34,7.05,1235000
